"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"rank"
"STXBP1"	-0.475827170656133	4.13088963429362	20.6784581142084	0.136060866113213	0.5829346162362	0.866266768808408
"LMTK3"	-0.52384179051689	3.89129647078816	34.8052441710671	0.136016823333859	0.5829346162362	0.866407372297412
"IFT172"	-0.285704341245212	5.48633819335276	26.1938754477506	0.13561633932279	0.582501781789779	0.867687982664871
"AP1M1"	-0.298009044144093	5.37145165391896	26.4791640535754	0.135544890854985	0.582367858450623	0.867916847801719
"IFT80"	-0.322961568332783	5.15416539050335	27.907395535158	0.135309475618762	0.581556558999235	0.86867178902806
"WFS1"	-0.501260484982734	4.00521060184656	39.8955376128583	0.135282603160407	0.581556558999235	0.868758048466767
"CRKL"	-0.14419686259678	7.40890457339571	14.161239117243	0.135235617183325	0.581556558999235	0.868908912617454
"NOXA1"	-0.494928161540386	4.03731388789156	41.5628811580068	0.135230832272009	0.581556558999235	0.868924279111785
"FSD1"	-1.59583525683113	1.81622677562708	47.0218091562855	0.134979667455222	0.581494176567597	0.869731646149734
"PER1"	-0.42965646435979	4.39974567583614	32.4597182726211	0.13489404127818	0.581494176567597	0.870007234146936
"RELT"	-0.583176762679415	3.64033758703274	44.2771387137236	0.134573412566385	0.58095543060748	0.871040734437971
"DMTF1"	-0.160729137414682	7.10731821510112	16.2683791265796	0.134266587625145	0.580150400428695	0.872032048503227
"YTHDC1"	-0.187263177916319	6.67492326858986	17.6022824096658	0.134227584422668	0.580150400428695	0.872158225362876
"FLG"	-0.371375404459429	4.78689997717177	17.5415390732506	0.134208542112532	0.580150400428695	0.872219841288685
"SNN"	-0.493809240036547	4.05021463262369	36.4446943106172	0.134117975890831	0.580028160087678	0.872513009568271
"SLF1"	-0.254857043930216	5.81247995571716	26.6882676552676	0.134090768864013	0.580028160087678	0.872601119012036
"TAOK2"	-0.169160669218015	6.96558214434923	17.7967587846968	0.133812443924957	0.579226448381539	0.873503497355597
"MPRIP"	-0.162758111754756	7.07614622801677	16.6429268916351	0.133689933463401	0.579042772610872	0.873901292856844
"AP5S1"	-0.383178195087039	4.70778013206838	30.0360180053985	0.13365629805287	0.579042772610872	0.874010571923053
"DNAJC6"	-0.417405858099426	4.48506410937809	39.5891601550216	0.13337229815852	0.578013238228504	0.874934365368643
"F2R"	-0.806539715389651	2.92439589267331	49.0655682153319	0.133327753516598	0.577993396689759	0.875079438399139
"RIBC2"	-0.389564333953248	4.66634155222664	38.1937395709725	0.133326734386234	0.577993396689759	0.87508275807095
"CSE1L"	-0.0932291189048811	8.67166032349765	6.42066734634534	0.133183156036476	0.577886229402796	0.875550697860759
"FLII"	-0.125846923247557	7.81465779233508	10.7727468768625	0.132959069564275	0.57760710845255	0.876282032703428
"RECQL5"	-0.371839021156914	4.79391990616556	35.3657678205329	0.132709465920021	0.577077024518272	0.877098098610976
"PLEKHH3"	-0.217471639870848	6.26531568625136	19.0274787122365	0.132697735695598	0.577077024518272	0.877136487710523
"ZNF83"	-0.239769300335613	5.99234916123558	25.910206903505	0.132673435872007	0.577077024518272	0.877216023699787
"MAFG"	-0.225787216508189	6.16080736127244	22.0642670831657	0.132580370361304	0.577077024518272	0.877520772121581
"TMF1"	-0.18435955874274	6.73150304130409	19.1954021072071	0.132511660054675	0.577077024518272	0.877745905315063
"PPP2R2D"	-0.268928738336277	5.67529433268436	23.5017252926011	0.132475510783691	0.577077024518272	0.877864397308173
"SF3B4"	-0.299600001397301	5.37906598742538	15.8201241149203	0.132396238275728	0.577068836028805	0.878124354165974
"GSK3B"	-0.168355397988513	6.98978665904649	10.2780060647204	0.1323517538901	0.577068836028805	0.878270299169997
"PHF19"	-0.610215242176758	3.54988015087889	43.5499532904042	0.13188598623716	0.57588621164306	0.879801348678085
"SMIM29"	-0.288920944108666	5.4846512104922	29.3650155017518	0.13153954365199	0.574546928509538	0.880943669164967
"KLF11"	-0.331004245175049	5.11425993517855	33.8961674123944	0.131511271845148	0.574546928509538	0.881037022152518
"CORO1C"	-0.174720373464894	6.8920296844584	16.1440976207928	0.131357898895065	0.574273861493481	0.881543806826164
"SNX10"	-0.394648815160718	4.64677098415301	37.3584738502151	0.131205500703041	0.573781055690167	0.882047957072405
"TEX30"	-0.3354839722471	5.08102466669018	21.9224028839906	0.131059857388309	0.573490970514288	0.882530308953542
"CWC15"	-0.231467327453918	6.10240537897825	20.0590825450457	0.131033999173917	0.573490970514288	0.882616004055336
"PIGZ"	-0.73158753355466	3.14428069964378	46.2273659845347	0.131003221235016	0.573490970514288	0.882718025356505
"KAT6B"	-0.375313234555966	4.78464840854664	27.4980877835096	0.130484351531693	0.572184563933092	0.884441568409462
"SUZ12"	-0.181956022797145	6.78361239565846	19.1811953108959	0.130450887448916	0.572184563933092	0.884552962076553
"TMEM97"	-0.158718007986972	7.17439944726155	15.14207445664	0.129996974612926	0.570566387512029	0.886066754802401
"RGS12"	-0.308611414719391	5.31602281173355	23.0536561511566	0.129888162721509	0.570333432188351	0.886430426286303
"FADS2"	-0.143639757445317	7.4601127609182	14.3514696481076	0.129801685518016	0.570228425261709	0.886719668040882
"DSCC1"	-0.266126429703572	5.72472844427295	18.8748738722585	0.129630725536954	0.569650426227719	0.887292048236918
"RCOR1"	-0.240758071349205	6.00343154904508	20.6905645346597	0.129573546342485	0.569572227113986	0.887483654716705
"HECTD4"	-0.185803483435153	6.73141156755959	10.6352575939787	0.129530971740623	0.569564604676293	0.887626376387181
"BBLN"	-0.303732272610157	5.3622666421785	30.2772313724298	0.12950506519815	0.569564604676293	0.887713245138044
"FECH"	-0.151334825397949	7.31358821082345	14.8968245201243	0.129496567727359	0.569564604676293	0.887741742291783
"IGSF8"	-0.278460029611072	5.60095072469559	24.3638940396061	0.12946219595538	0.569564604676293	0.887857030693527
"KHDRBS1"	-0.143409949898332	7.4694544508759	14.2650887781193	0.129157618099134	0.568954454142455	0.888879972759405
"PANK2"	-0.27689691856148	5.62403459395182	27.3448811621656	0.128413864038865	0.566540970631505	0.891388085686672
"SPC25"	-0.536652464212024	3.88325210021621	44.5685345218943	0.128070704535071	0.565371956344992	0.89255020135441
"FAM13B"	-0.255340793304233	5.85091384620658	21.8655061902935	0.128058605181789	0.565371956344992	0.892591232834757
"SNF8"	-0.26571964072151	5.741064767807	21.8390840838507	0.127970397864027	0.565371956344992	0.892890479814024
"KLHL22"	-0.278944550151757	5.60900818463133	27.4154271600505	0.127684995031686	0.564358312392497	0.893860136078983
"ARL2BP"	-0.251267416814413	5.89969201116106	18.1789879483946	0.127487693529088	0.5636585214973	0.894531735938739
"PARP4"	-0.213338718662206	6.35854268779197	17.597479648498	0.127316233517938	0.563072589949973	0.895116217887756
"ZNF101"	-0.324249015728716	5.20037323795618	30.8269923286804	0.12725604412823	0.562978559248229	0.895321581335403
"CTNNAL1"	-0.169999765291068	7.00107031303208	15.8532912838415	0.127105667953234	0.562485364118626	0.895835082758904
"CENPT"	-0.29173007615982	5.49009498842987	26.8794364625276	0.127092883036858	0.562485364118626	0.895878768441743
"MAVS"	-0.262890852789523	5.77764816809163	21.1408887297601	0.127023229465832	0.562485364118626	0.896116849860517
"SGTB"	-0.453421968634861	4.31551294231039	41.7188318608139	0.126829874017031	0.562219662615483	0.896778438941347
"PHF7"	-0.530754324674877	3.91870211059719	48.1051580884534	0.126818374070913	0.562219662615483	0.896817819171113
"PTPN9"	-0.275449817108975	5.65432882493216	25.6711769036753	0.126245108655769	0.560563942701792	0.898785439545623
"ZSCAN18"	-0.67957204866268	3.33945851666962	46.6331439698186	0.125755457667068	0.559248286833069	0.900473157896226
"PIDD1"	-0.356517510707265	4.95669285795393	32.6114882353638	0.125548376851089	0.558670961852445	0.90118889767963
"ITM2B"	-0.218428939331767	6.30716632930845	21.7628677668053	0.125287300158164	0.557852504583549	0.90209294936308
"CABIN1"	-0.214032123030427	6.3665470990616	15.3151725434857	0.124991922661481	0.55688021735377	0.903118051447076
"USP30"	-0.322598546365762	5.23106328756277	33.4735693407973	0.124921896200575	0.556739742019329	0.903361432197233
"TMEM94"	-0.305607179811677	5.38192287690346	32.9536444854895	0.124458983232238	0.554847661992793	0.904973751306169
"GAA"	-0.20705148889184	6.46413729523964	15.8916348193093	0.124458250859069	0.554847661992793	0.904976306899615
"RORA"	-0.711319600163999	3.2462381668977	52.0931446676903	0.124253976541872	0.554275449953287	0.905689703499604
"CPSF7"	-0.255178382855298	5.88134246137764	24.4348558533824	0.124161876807307	0.554035502125046	0.90601173132351
"TMEM175"	-0.418276556999735	4.54327504556367	40.1543286739171	0.124148036254586	0.554035502125046	0.90606014562647
"CPNE3"	-0.123019036441382	7.94741681894357	12.4317162032535	0.123855392387722	0.553521843235858	0.907085080452783
"RNF150"	-0.605071008686457	3.6208292564279	49.4893777161924	0.1238350917539	0.553521843235858	0.907156269729984
"LIMD2"	-0.973632593269416	2.60648312910115	56.3693255962998	0.123813140909264	0.553521843235858	0.907233259019356
"CROCCP3"	-0.662934070063537	3.40896809898122	43.3800248746573	0.123651105286108	0.553521843235858	0.907801997236269
"SORBS3"	-0.734440725715434	3.18139922207119	39.973448913165	0.123309643700036	0.552791093363272	0.909002957127443
"RIC8A"	-0.173728793938766	6.96867949359086	17.477963798841	0.123249833776609	0.552694293357308	0.909213657770409
"CBR3"	-0.765941599540658	3.09134993629859	44.9280958317219	0.123134354894468	0.552420600719841	0.909620760557589
"UBALD2"	-0.48145129523955	4.18821061250529	31.8375070252679	0.123063990241377	0.552374744528489	0.909869007404039
"POLG"	-0.181610988172115	6.84562501540907	14.1317172633918	0.12288746651874	0.551753660600441	0.910492409215434
"FLCN"	-0.281345582804671	5.62084705624649	25.6246221855182	0.122860606890126	0.551753660600441	0.910587343742307
"MTR"	-0.13073701329187	7.78195580673699	10.624239986262	0.122755634491192	0.55167557054432	0.910958564603994
"EID2B"	-0.623286787390649	3.5603938217935	49.5245476216256	0.122344867526309	0.550171478285288	0.912414244961609
"ASXL1"	-0.229950660530771	6.18563071684767	17.3658586826062	0.12229521673326	0.550171478285288	0.91259052895697
"ANKRD26P1"	-0.249503668580973	5.95915191950697	24.2804831707997	0.12211054180671	0.550036980685603	0.9132468417811
"PKM"	-0.0723905536838439	9.48293035245132	3.30697541337101	0.121918880188542	0.549451805947863	0.913929034933038
"SMG9"	-0.303338379250623	5.42149167206373	33.480960098655	0.121845283216273	0.549291298589071	0.914191278237927
"ARHGEF10"	-0.296250658491389	5.48712691873323	30.9437962581003	0.121732581538774	0.549125575238223	0.914593167959566
"SH2B3"	-0.620553017734523	3.57516716534051	32.6859251936107	0.121663196669541	0.549125575238223	0.914840776746156
"CEP350"	-0.142799775718722	7.54037842817199	9.91326222548738	0.121504196281856	0.548608706409056	0.915408722966208
"ZNF266"	-0.322714122234265	5.2583771910199	32.7437037379738	0.121039960098876	0.546854077772553	0.917071228151103
"ARHGEF25"	-0.69705295472202	3.3117342441214	45.4771258876324	0.120972806542714	0.546854077772553	0.917312243697799
"PAFAH1B2"	-0.136268258150227	7.67782400243722	12.5781319567241	0.120853326817926	0.546854077772553	0.917741389949909
"IQCD"	-0.714484566518962	3.25868335031201	51.2908604341346	0.120612549572174	0.545946382445315	0.918607502093114
"MAN2B1"	-0.284444954583997	5.60734139677861	29.8455265885658	0.120600931224334	0.545946382445315	0.918649338762797
"MAML1"	-0.293262027080606	5.52400107796661	25.4042578831187	0.120518535751229	0.54586253179902	0.918946153459222
"TMED8"	-0.190589397944786	6.72728765602503	17.7553844756415	0.120509903380285	0.54586253179902	0.918977261747371
"KHDC1"	-0.62468396219435	3.57206444366369	51.08794140183	0.119731028382952	0.543657812393802	0.921793287277294
"EVI5L"	-0.354820452727316	5.01525710167929	35.123168929129	0.119225720466842	0.542212521355828	0.923630044496289
"LRRC8C"	-0.522327981689359	4.01017949195914	28.7490111774205	0.119137399201072	0.542198697265723	0.923951884889782
"IQCC"	-0.431938922854387	4.49982222755288	29.3799560133228	0.118439352731465	0.539656559295037	0.926503974686328
"TPM3"	-0.104250043284377	8.46305880839625	9.41447207488123	0.118438143652417	0.539656559295037	0.926508408170866
"IP6K1"	-0.229726570232412	6.21778505637518	23.9964651493787	0.118404764777552	0.539656559295037	0.926630820628626
"NUP107"	-0.132099673012918	7.78725264536026	14.0691191245679	0.1181967107982	0.539226449482275	0.927394608920647
"CABLES2"	-0.438420031825136	4.46290890805577	36.1758471966875	0.118185934650211	0.539226449482275	0.927434205918998
"MCM8"	-0.189039480171962	6.77032293925421	20.0447341169116	0.11788619045832	0.53849339431719	0.928537066482627
"IFT140"	-0.387701430590169	4.78838965199418	27.5677736698623	0.117858279516895	0.53849339431719	0.928639902981006
"CTSF"	-0.186236787369867	6.81323224861406	14.993851164141	0.1178435704551	0.53849339431719	0.928694107599091
"MOCS2"	-0.274872537740806	5.72529046920933	25.1845459884235	0.117505811625168	0.537845031521341	0.929940653440541
"PDGFC"	-0.699627035410194	3.32542621726934	51.5877330502627	0.117467748028102	0.537845031521341	0.930081357018733
"SNPH"	-0.900012971762164	2.79202125612892	53.949337073818	0.117380744236287	0.537713121046938	0.930403141229942
"ROCK1"	-0.195265188484934	6.68426467797471	17.4993428364592	0.117203901496351	0.53707313797219	0.93105793123487
"NHLRC3"	-0.312150403543907	5.37851569053105	30.2676172690087	0.117094818397201	0.536743348228311	0.931462322615874
"RND2"	-0.597306128999486	3.69620549006352	51.2150198988287	0.117047526046253	0.536696677768203	0.931637761256681
"KLF5"	-0.46003746025927	4.34716020185492	43.3274010748943	0.116968278219022	0.536673616625476	0.93193190288949
"ABCB1"	-1.58270682813822	1.89162501571257	57.5359603193575	0.116713012978552	0.53590603124255	0.932880719364141
"ARL6IP6"	-0.406906011679168	4.67011545558229	40.4959787809547	0.116530309926167	0.535513613648625	0.933561098486837
"ARHGAP21"	-0.173322728561722	7.02902689071132	18.4057285891272	0.11624197626266	0.534698301752731	0.934637015084157
"LRPAP1"	-0.191290714928838	6.75020960804683	21.2876874502874	0.116171751906527	0.53454529941845	0.934899461296195
"CEP112"	-0.746029243494211	3.19123805916586	35.5936453344508	0.116094245489818	0.534358681818507	0.935189306652085
"RAC1"	-0.135685275430395	7.72782583496818	8.98226259007106	0.116014533511915	0.534161790400927	0.935487601905326
"PEA15"	-0.210678010305861	6.47987107829593	13.3843124554121	0.115911665127588	0.53402819403478	0.935872855273571
"TRIO"	-0.187240929419271	6.81638314643082	18.8905608572093	0.115444328679155	0.53238389073914	0.937627397383846
"DYNLL2"	-0.180861099998459	6.91459076293125	18.1722763138683	0.115443033176513	0.53238389073914	0.937632271012651
"RTN3"	-0.15117523407781	7.4259883793551	11.8489968981178	0.115219795273885	0.531854756195455	0.938472900776746
"NAGK"	-0.343815689992235	5.13139270529705	34.7873210725623	0.115015857910916	0.531254978316088	0.939242276790669
"NRAS"	-0.178429566961196	6.9564966732265	19.001294690172	0.115008101642686	0.531254978316088	0.939271565083073
"CBX1"	-0.171034698911369	7.07805563048008	14.2155231637601	0.114793852751184	0.530568455892499	0.940081367928642
"UBXN7"	-0.218904901802096	6.38272709172197	15.7849321019788	0.114603400439133	0.529857537452281	0.940802496068087
"MADD"	-0.25385156138335	5.96881194218329	22.3115398454033	0.114501493619647	0.529725080207081	0.941188848114137
"CAMK2N2"	-0.56074854847085	3.86719449604144	27.4057415571638	0.114412438775087	0.529482460660901	0.941526757031482
"CDC42BPG"	-0.268240251583367	5.81668198556798	23.1493769824667	0.114378450989618	0.529482460660901	0.941655789335216
"FBXW4"	-0.354009198435366	5.05761370653203	38.0348908019155	0.114342504167277	0.529482460660901	0.941792300716104
"ODF2L"	-0.291775130209749	5.58771951682847	31.813037868677	0.113921773502694	0.527887436205048	0.94339326267809
"ARL8A"	-0.312458554275565	5.39993936290122	30.2655060834642	0.113900348402442	0.527887436205048	0.94347494748344
"DDX59"	-0.235060618242352	6.18908578896549	22.7003432237006	0.113755134681667	0.527622436743512	0.944028991034934
"CSPG5"	-0.561943156390736	3.86711837972435	52.3586447320398	0.113667282496684	0.527384099925263	0.944364522787102
"MOXD1"	-0.790359137416958	3.08180931231097	51.3464744687009	0.113573865799291	0.527119784078737	0.944721591555545
"BAZ2A"	-0.174461373181136	7.03231546294249	4.6198223997558	0.113560679464911	0.527119784078737	0.944772017634568
"PIN1"	-0.198554270235862	6.66562423651168	16.6288423755814	0.113540784450408	0.527119784078737	0.94484810957065
"HASPIN"	-0.378974481725301	4.88368254934239	38.9638160482079	0.11315746237766	0.526200392574188	0.946316800413851
"LRRC37B"	-0.514456125630984	4.09126752776096	50.2663091939304	0.112950497908285	0.525914391741667	0.947111850282847
"DLEU2"	-0.349211545201242	5.1066539494202	33.7146283301852	0.112719635474572	0.525346879868918	0.948000424366744
