"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"rank"
"CDPF1P1"	0.0377968544468695	2.24793942196845	0.0522452380374551	0.959749128650824	0.999416097358588	-0.0178422735031448
"MBLAC1"	0.0253410055621413	3.02604866831052	0.052174487500927	0.959812475789837	0.999416097358588	-0.0178136093405943
"ZNF727"	0.0205134307710709	3.509108572774	0.0443954727498861	0.959846867209383	0.999416097358588	-0.0177980482424342
"FBXO17"	0.021406545534857	3.3959789353894	0.0566004844657148	0.960050274060549	0.999416097358588	-0.0177060240693946
"KCNAB1"	0.0268688568750295	2.87776050065836	0.0439905184401783	0.960232285583642	0.999416097358588	-0.0176236959766232
"EBAG9"	0.0117775851261844	4.88020414871949	0.0401498377458268	0.96061214479948	0.999416097358588	-0.017451926976615
"FRG1"	0.00751913403049225	6.10878776356016	0.0235123184932685	0.960747841745681	0.999416097358588	-0.0173905824753692
"MORF4L1P3"	0.0501225899685175	1.78806784748448	0.0557557105928083	0.960855301067249	0.999416097358588	-0.0173420095006535
"SEPSECS"	0.00977909755496576	5.36560802673151	0.0254259011394084	0.960905690267541	0.999416097358588	-0.0173192348145837
"LINC03011"	0.030070357697162	2.61096535062461	0.0494506602722142	0.960959966788828	0.999416097358588	-0.0172947044905087
"ZNF271P"	0.00762580207320653	6.04530188323159	0.0256800841025973	0.961050191518408	0.999416097358588	-0.017253930406098
"MIR762HG"	0.0392390369989924	2.11837345320556	0.0551008218810942	0.961379894867602	0.999416097358588	-0.0171049644201431
"SNRPD1"	0.0062235104212355	6.5755043234136	0.0205753342792448	0.961589617531476	0.999416097358588	-0.0170102344772872
"CHD2"	0.00436168769189127	7.58496805982227	0.0131227686915303	0.961677949390866	0.999416097358588	-0.0169703419113269
"TSPAN14"	0.00953986871611258	5.37625854597052	0.0293091012477092	0.961738573471919	0.999416097358588	-0.0169429648938505
"BIVM"	0.0115021701350084	4.85671528134309	0.032258852007274	0.961865426796535	0.999416097358588	-0.0168856852261393
"C18orf32"	0.040046234843682	2.06515257225485	0.0552369739768904	0.961901091364507	0.999416097358588	-0.016869582518326
"SEC24B"	0.00693979765578559	6.23856848524104	0.0216019904236041	0.9620338158756	0.999416097358588	-0.0168096620681532
"ATP6V0A2"	0.00568039766297805	6.79173000831197	0.0182485051065504	0.962199660139177	0.999416097358588	-0.0167348008316111
"WDR5B-DT"	0.0235586046933006	3.05127038941023	0.0429228376800234	0.962213625287678	0.999416097358588	-0.0167284976253518
"DMTF1-AS1"	0.048500902212804	1.78370552749402	0.0542742593042036	0.962250526555129	0.999416097358588	-0.016711842582112
"ERVH48-1"	0.0431977263386607	1.92618620890109	0.051174031798603	0.962594366967169	0.999416097358588	-0.0165566841112189
"TMEM202-AS1"	0.0365072145274672	2.17637158001074	0.0428684662939872	0.962749052080885	0.999416097358588	-0.0164869003097429
"GTF2H2C"	0.0347349836208913	2.25936344532086	0.03979200464843	0.962762759381081	0.999416097358588	-0.0164807170136431
"LBX2-AS1"	0.0174040063891211	3.71914524364168	0.0391061576527461	0.962838884024967	0.999416097358588	-0.0164463791609445
"GOPC"	0.00544716364181421	6.84223226259323	0.0156652295983308	0.963035779232228	0.999416097358588	-0.0163575774294964
"ZNF610"	0.0338410964978957	2.28758203310128	0.0397099186486167	0.963116845681452	0.999416097358588	-0.0163210209166523
"MED14"	0.00833488450667776	5.64111910790404	0.0251977435380132	0.963180453675302	0.999416097358588	-0.0162923393618857
"RHOT1"	0.00568473932345571	6.70996030255878	0.0181826875899512	0.963225377425006	0.999416097358588	-0.0162720838827012
"ZSWIM6"	0.0146771924707976	4.1064393255402	0.0387524457528742	0.963429091560963	0.999416097358588	-0.0161802439322735
"GID8"	0.00860397861746201	5.52987347885047	0.0264296464435122	0.963495485861884	0.999416097358588	-0.0161503157463247
"LMF1"	0.0244028747505052	2.89553921656031	0.0488667764740313	0.963575149867014	0.999416097358588	-0.016114408772068
"CLN6"	0.0074088207351055	5.93084630372419	0.0220368184610102	0.963672790689646	0.999416097358588	-0.0160704031518035
"KCTD21-AS1"	0.0267517638370781	2.68996453774764	0.0435740076710226	0.963851089219985	0.999416097358588	-0.0159900575136657
"MTCP1"	0.0452812578267151	1.80765225430437	0.0471208233833539	0.964088271611696	0.999416097358588	-0.015883200413762
"SLC4A5"	0.0423828928997557	1.87870760916809	0.04546379998573	0.964533363988115	0.999416097358588	-0.0156827451633597
"NMRAL1"	0.00746304238857279	5.82405645464752	0.0167108083390182	0.964772725248494	0.999416097358588	-0.0155749828174288
"CTTN-DT"	0.0251927337268892	2.74656933603082	0.0408019168937307	0.964989118821554	0.999416097358588	-0.0154775837156879
"E2F4"	0.00614988992775234	6.34759559595705	0.0183003326850301	0.964996466417217	0.999416097358588	-0.0154742769342527
"TAGLN"	0.0300587367971005	2.37370293383634	0.0442867471162639	0.9655957435649	0.999416097358588	-0.0152046573166214
"ZNF79"	0.0138140504139061	4.10409869305621	0.0369976593713602	0.965607865192857	0.999416097358588	-0.0151992054252625
"C9orf85"	0.0131294228885994	4.22737603525621	0.0321954951015793	0.965703691292781	0.999416097358588	-0.0151561085501739
"PPM1E"	0.0107448786676511	4.75325088558076	0.0284111904003055	0.965744554170089	0.999416097358588	-0.0151377321611882
"ITGB1BP2"	0.0389862317757831	1.94686954453581	0.0334041783064746	0.965747262678061	0.999416097358588	-0.0151365141492286
"ZBTB47-AS1"	0.0402512454441558	1.90065479553707	0.0421257551629227	0.965776869043026	0.999416097358588	-0.0151232004341956
"VPS37B"	0.0118204464870103	4.49533610775289	0.0276684459852104	0.965786559246485	0.999416097358588	-0.0151188429258382
"RIN1"	0.0378387272670346	1.96762987726109	0.0343100590985082	0.966271127928071	0.999416097358588	-0.0149009969367402
"TAS2R15P"	0.0237827705977916	2.77290808503095	0.0287824523383014	0.966522510180013	0.999416097358588	-0.0147880268572347
"ZNF460-AS1"	0.039622188936269	1.89090468031026	0.0400986566285538	0.966548758659938	0.999416097358588	-0.0147762325999052
"PCDH9"	0.0187754388278906	3.27792235059245	0.0330582956431411	0.966687042482172	0.999416097358588	-0.0147141026714199
"NSMCE1"	0.00809592813760746	5.44467131813273	0.0241552792401524	0.966694728631058	0.999416097358588	-0.0147106496006418
"METTL23"	0.00905619664655833	5.13506123518803	0.0244649320178095	0.966723763924151	0.999416097358588	-0.014697605484616
"RBM45"	0.0129698300628053	4.16256771946133	0.0223726868366518	0.966961760489638	0.999416097358588	-0.0145907002052209
"GVINP1"	0.0233888673711875	2.76745739249871	0.0399735483108716	0.967160010157813	0.999416097358588	-0.0145016688541077
"VPS26A"	0.00668396797623663	5.8995010967717	0.0139713379499099	0.967563098422631	0.999416097358588	-0.0143207034116762
"CRISPLD1"	0.016733459446964	3.48291664819236	0.0283385550385594	0.96759011640962	0.999416097358588	-0.0143085764518342
"ZNF718"	0.00908345636922686	5.04076626792089	0.025609519210293	0.967759132961402	0.999416097358588	-0.0142327214546034
"FAM83H"	0.00392800791032124	7.35077995717869	0.00935453392439779	0.967976090572617	0.999416097358588	-0.0141353698203441
"MPV17"	0.00809103727084116	5.33047399688046	0.0203616576546336	0.968053622552019	0.999416097358588	-0.0141005855289512
"FNTB"	0.0146550671272511	3.76904647705017	0.0323865081630092	0.968067771954124	0.999416097358588	-0.0140942377789868
"TBX18"	0.0156091277955835	3.61103978421929	0.0261786006041908	0.968112059695248	0.999416097358588	-0.0140743698707739
"RPS3AP38"	0.0351594391954403	1.98626794834491	0.0365167181915438	0.968255462157132	0.999416097358588	-0.0140100443774999
"PTDSS2"	0.00778444132423687	5.41040978236976	0.021850938368899	0.968352730290117	0.999416097358588	-0.0139664186057814
"ZGLP1"	0.0307259261911912	2.19112954608211	0.03171465952647	0.968365709784738	0.999416097358588	-0.0139605974985154
"TNFRSF14"	0.0306588573209539	2.19466768868102	0.0342326075146963	0.968366725069825	0.999416097358588	-0.0139601421617813
"IFNLR1"	0.012850052789115	4.04660641158646	0.0270678565727083	0.968722959745557	0.999416097358588	-0.0138004069085405
"KCNK9"	0.0350236270419124	1.96250412304184	0.032504748383599	0.968886659583452	0.999416097358588	-0.0137270237711466
"LETM2"	0.0154931547722894	3.55088350812185	0.0305383641658373	0.96913035251525	0.999416097358588	-0.0136178044036635
"GAREM1"	0.0202430027995074	2.93728324154699	0.0275509260317026	0.969183887774089	0.999416097358588	-0.0135938144158445
"RN7SKP9"	0.0202014972849269	2.92199489491322	0.0260260146740889	0.969468833901592	0.999416097358588	-0.0134661478871034
"GRB2"	0.00524572932879025	6.41110511691467	0.013645279766911	0.969486564945808	0.999416097358588	-0.0134582049559084
"FAM50B"	0.00843488366528268	5.079756610142	0.0190057189615514	0.969611704335276	0.999416097358588	-0.0134021507091989
"TUBG1P"	0.0377160620837254	1.82772603050643	0.0280214033934663	0.96961883867286	0.999416097358588	-0.0133989552114217
"CYB5RL"	0.0123179455984643	4.0784791420532	0.0261874176330048	0.969633778314495	0.999416097358588	-0.0133922637635237
"NDUFS7"	0.00635003443992819	5.84429156280366	0.0137584204532616	0.96981691627119	0.999416097358588	-0.0133102448656181
"IL17D"	0.0148827118416808	3.58899935852094	0.026780166967776	0.969879590434293	0.999416097358588	-0.0132821796058119
"ZNF70"	0.0132583377351203	3.87172018245586	0.0272583048331443	0.9698932223846	0.999416097358588	-0.0132760755087167
"QPCTL"	0.0110346027637016	4.32647900102834	0.0232175032423007	0.970036449318386	0.999416097358588	-0.0132119467229947
"CPSF1P1"	0.011887536501661	4.11613615392771	0.0217221973063883	0.970264952403815	0.999416097358588	-0.0131096557804943
"KRT18P7"	0.0360317381393102	1.85712754450363	0.0317838039533202	0.970324209908714	0.999416097358588	-0.0130831326936949
"KCTD1"	0.0103896527088874	4.46249782343639	0.0174288340064184	0.970329111293285	0.999416097358588	-0.0130809389538346
"CTBP2"	0.00657567593921935	5.68202123166864	0.0141204169810204	0.970527031690504	0.999416097358588	-0.0129923638814605
"PPP2R5E"	0.00672215213094111	5.62087607411016	0.0143216297119784	0.970535843835851	0.999416097358588	-0.0129884206129078
"LRRC9"	0.0362894483608486	1.82405819712614	0.0246192248939067	0.970845640990883	0.999416097358588	-0.0128498149888888
"IRF1-AS1"	0.037998025211314	1.76306220551204	0.0302911798235106	0.970902871862903	0.999416097358588	-0.0128242142978049
"HIPK1-AS1"	0.0337089490348918	1.92039406609326	0.0256198161494639	0.970930194683655	0.999416097358588	-0.012811992701121
"SCRN3"	0.0106902545270483	4.31198540487519	0.0247260512791624	0.97114675211384	0.999416097358588	-0.0127151379421071
"SOX2-OT"	0.0363028064051579	1.80727672503719	0.0256664035459327	0.971213833283966	0.999416097358588	-0.0126851404408646
"PIGG"	0.00638735892184979	5.68979943219785	0.0160572516874242	0.971275266777738	0.999416097358588	-0.0126576702971637
"PRKRA"	0.00817337518951721	5.0134202878739	0.0188196206685719	0.971296656406977	0.999416097358588	-0.0126481062775894
"UBE2FP3"	0.038289024079506	1.72892025573588	0.0250333427254487	0.971482371516043	0.999416097358588	-0.0125650756846503
"PCF11"	0.00430062410791125	6.74430901683025	0.0092008267280915	0.971861621601331	0.999416097358588	-0.0123955676387498
"ORMDL2"	0.00814059114986984	4.95449309233055	0.0192468246808644	0.97200856128406	0.999416097358588	-0.0123299098658541
"MRPL40"	0.00640127077474644	5.6127391114471	0.0148908124468111	0.972025841543693	0.999416097358588	-0.0123221890956931
"NOP10"	0.00448928357759767	6.57904304353068	0.0105444039238887	0.97227177252923	0.999416097358588	-0.0122123227154185
"PARL"	0.00675025320333737	5.43319845183163	0.0157983920998329	0.972338884953764	0.999416097358588	-0.0121823459634742
"MED19"	0.00902773621102947	4.61205084058164	0.0192846978854368	0.972680640218111	0.999416097358588	-0.0120297280333466
"PCDHGA1"	0.0328566881737911	1.86702888934418	0.0217187352810353	0.972738775048473	0.999416097358588	-0.0120037720509585
"C1orf210"	0.0103610077922739	4.2441944289182	0.0173542192213043	0.972760872583836	0.999416097358588	-0.0119939063717907
"SPSB3"	0.0356428297705076	1.76017560350798	0.0196671148422871	0.972772099301076	0.999416097358588	-0.0119888941705916
"C15orf61"	0.0171530178238364	3.02093743287703	0.0251029186693427	0.972858245450681	0.999416097358588	-0.0119504358914678
"TFB1M"	0.0112258989783277	4.02690348712811	0.0198991585568593	0.972888348330264	0.999416097358588	-0.0119369978471355
"FBXO8"	0.0112654680909885	4.01531354323761	0.0194322514397448	0.972908901031562	0.999416097358588	-0.0119278232789576
"ZNF827"	0.0275843286809601	2.11199245373412	0.0212901546486502	0.972959360247986	0.999416097358588	-0.0119052994938741
"CCDC183"	0.0188592755231919	2.77442373304852	0.0241543920681667	0.973431476212159	0.999416097358588	-0.0116946148171492
"XRRA1"	0.0119174495563473	3.79650133137926	0.0187456763571629	0.973733455271647	0.999416097358588	-0.0115599083645864
"GRIN2C"	0.0287323467573474	1.97997754566443	0.0230166472774791	0.9741661396879	0.999416097358588	-0.0113669698189231
"OGN"	0.0201087167334754	2.57421637503486	0.0161281250001067	0.974361635673847	0.999416097358588	-0.0112798242013041
"NRAV"	0.00844152577512698	4.61869189218978	0.0175423154453413	0.974394142126676	0.999416097358588	-0.0112653355996517
"ODCP"	0.0266354313209451	2.07431273966826	0.0195397669064994	0.9745031316743	0.999416097358588	-0.0112167608904519
"KCNJ13"	0.0205472725466518	2.48969349381447	0.0227914037693249	0.974946651424348	0.999416097358588	-0.0110191480203443
"STMP1"	0.00529935760593209	5.79429881922287	0.0107139529972603	0.975184740487061	0.999416097358588	-0.0109131030973402
"CRYGS"	0.023000382963208	2.26123577272437	0.0213192831311136	0.975306749844991	0.999416097358588	-0.0108587701343704
"C1orf50"	0.010843179470962	3.87560731534358	0.0183573594561494	0.975334478244891	0.999416097358588	-0.0108464231267341
"ZC3H12B"	0.0184676421866668	2.64557004650403	0.0211716595557824	0.975583843457288	0.999416097358588	-0.0107354006045632
"PMEL"	0.0226084815620161	2.2583638260803	0.0194770367571468	0.975768563594689	0.999416097358588	-0.0106531776946271
"FXN"	0.0097412864208875	4.10059212601227	0.0163566741049225	0.975778006234103	0.999416097358588	-0.0106489749907249
"APTR"	0.010685786951408	3.84999812003997	0.0167301149767394	0.975939926105781	0.999416097358588	-0.0105769144682731
"PIK3C3"	0.00468604281583285	6.04221787354406	0.00953868337511191	0.976031787938705	0.999416097358588	-0.0105360377620392
"MBTPS1-DT"	0.0247149087719536	2.05856593131144	0.0185904064664962	0.976584127743285	0.999416097358588	-0.0102903385093228
"SLC12A7"	0.0058121360450353	5.35696308382581	0.00832894834563891	0.976786527899432	0.999416097358588	-0.0102003389273063
"ARID1B"	0.005182022385733	5.67237702539226	0.0077880380903848	0.976827723625384	0.999416097358588	-0.0101820230530771
"PEX16"	0.00669789065704768	4.95879162985972	0.0107962305745481	0.976887141317986	0.999416097358588	-0.0101556069403726
"RPS27AP12"	0.026885275719581	1.89934496959326	0.0185364314242056	0.977156257133184	0.999416097358588	-0.010035982663486
"SIX5"	0.0133322146404498	3.18859096982121	0.015565131712978	0.977253983307274	0.999416097358588	-0.00999255069889439
"SLC52A2"	0.0043190638882503	6.09713665903658	0.00429057857628787	0.977260446960935	0.999416097358588	-0.0099896782421098
"CD37"	0.0163782405387085	2.73955353692576	0.0166737536958415	0.977321197439382	0.999416097358588	-0.00996268157236556
"MTMR7"	0.0129879925562719	3.22160690666693	0.0170535760228633	0.97751265183066	0.999416097358588	-0.00987761287359597
"CPPED1"	0.00775556168812052	4.48323479680768	0.00993464764185262	0.977651532055604	0.999416097358588	-0.00981591481679117
"LINC02253"	0.0174415515361573	2.57386952149357	0.015734609884871	0.977777576560824	0.999416097358588	-0.0097599266626557
"FKBPL"	0.00799722877889275	4.37746097178695	0.0133014419090534	0.977863800913109	0.999416097358588	-0.00972163052016388
"MTOR"	0.00267976908946475	7.39481413966692	0.00519489026573218	0.977967475279409	0.999416097358588	-0.00967558850642871
"LAMC2"	0.0258376808563606	1.89423420621885	0.0171572980009467	0.978125917452494	0.999416097358588	-0.00960523341819238
"SRF"	0.00505708858625791	5.57989467415011	0.00931709176229198	0.978142843544601	0.999416097358588	-0.00959771818455066
"EID3"	0.0198275494692415	2.29361280841301	0.0158313653226164	0.978308245525891	0.999416097358588	-0.00952428607235267
"ADPRM"	0.0149287901145568	2.82532618880692	0.0163138494908697	0.978442394699308	0.999416097358588	-0.00946473812111094
"NUP42"	0.00385396020445276	6.29425433174989	0.00540770619924749	0.978488664392366	0.999416097358588	-0.00944420119694611
"GATAD2B"	0.00583381302007152	5.13525350560846	0.00875618204732467	0.978522960091788	0.999416097358588	-0.00942897958780783
"DUX4L50"	0.0130672478985144	3.08939880789689	0.0158564984286634	0.97866991628614	0.999416097358588	-0.00936376142236404
"F8"	0.0122159555922439	3.22864148765401	0.0107905514999111	0.978784377058886	0.999416097358588	-0.00931297128925734
"ZNF419"	0.00841185061354541	4.13638537707349	0.0118204548921405	0.97879932456246	0.999416097358588	-0.0093063390126245
"ZACN"	0.0278591405734543	1.74919009871402	0.0131059779608452	0.978902412880379	0.999416097358588	-0.00926060100585255
"STON2"	0.00847994402582537	4.09232364944913	0.0118299884585455	0.978981440636537	0.999416097358588	-0.00922554139966233
"ETF1P2"	0.016868452048357	2.52941151293657	0.012324080731606	0.978994808905135	0.999416097358588	-0.00921961102610835
"SHF"	0.0228864331022359	2.01035414582045	0.00942821743258298	0.978995323697651	0.999416097358588	-0.00921938265769599
"AXDND1"	0.026359075297349	1.81063914133021	0.0164102748933263	0.979041244456008	0.999416097358588	-0.00919901211683142
"ZSCAN23"	0.010337092367983	3.58571311948368	0.0114721766484179	0.97909722885387	0.999416097358588	-0.00917417861766664
"SLC16A10"	0.0129395194094303	3.06329307033814	0.00991047526344781	0.979132883937422	0.999416097358588	-0.00915836351407996
"LINC01238"	0.0253309681036044	1.85694149672995	0.016589220746438	0.979138297954749	0.999416097358588	-0.00915596213282919
"THOC5"	0.00463830410976254	5.68662296129173	0.00860520192579765	0.9791689367709	0.999416097358588	-0.00914237257083244
"PTPN23-DT"	0.0175661922264345	2.43466745082642	0.0152619167508006	0.979203607701594	0.999416097358588	-0.00912699511476371
"C3orf38"	0.00493725035095236	5.50656004250445	0.00674289368618834	0.979221656434395	0.999416097358588	-0.00911899024962581
"PLEKHD1"	0.0230193313819305	1.98028782250623	0.0154254002874443	0.97929791717952	0.999416097358588	-0.00908516917246471
"SHANK3"	0.0086368596046261	3.98446413910531	0.011128911061541	0.979480302308327	0.999416097358588	-0.00900429339544923
"EXOC3"	0.00499105227026536	5.43043978519089	0.00880350779352552	0.979567275610999	0.999416097358588	-0.00896573177410438
"LCMT2"	0.00451591041759097	5.69297491003125	0.00695628431752043	0.979664759017969	0.999416097358588	-0.00892251432460288
"RRP36"	0.00347590495720658	6.40294968166975	0.00484437749726324	0.979812372528418	0.999416097358588	-0.00885708081468174
"ZNF887P"	0.0141929836555755	2.79049517576831	0.0101323127785052	0.979839640695668	0.999416097358588	-0.00884499457233961
"C1QL3"	0.0170058415077481	2.39695642414268	0.0116789057380934	0.980289185329939	0.999416097358588	-0.00864578852540642
"HDLBP"	0.0011296211164403	9.56619844645307	0.000782386925289138	0.98030122367785	0.999416097358588	-0.00864045524616052
"CFAP418-AS1"	0.0254977993085905	1.76912548933927	0.011055380693639	0.98037447735467	0.999416097358588	-0.00860800350758887
"LSM1"	0.00762230553493275	4.16944996909319	0.0102473447545075	0.980530105646907	0.999416097358588	-0.00853906745707996
"ZNF484"	0.00712779242597638	4.33316719064502	0.0107164457253194	0.980599824666243	0.999416097358588	-0.0085081887427979
"LAMTOR5"	0.00370105176054895	6.09120443730949	0.0058065071465754	0.980780358928903	0.999416097358588	-0.00842823990376615
"SLC23A1"	0.0199926448488614	2.06827750330808	0.0107142920166368	0.98093678610313	0.999416097358588	-0.00835897868646731
"IRX6"	0.0235501291355145	1.7956643703798	0.0128107512553765	0.98149177815711	0.999416097358588	-0.00811333408328609
"KRIT1"	0.00313460705970678	6.44599619663816	0.00491609818738937	0.981540909035912	0.999416097358588	-0.0080915949959052
"HMGXB3"	0.00284291860635471	6.68407633104377	0.00454029831870355	0.981782585067861	0.999416097358588	-0.00798467571548191
"TTN-AS1"	0.0195792501548049	2.02437387961173	0.0111065402399224	0.981858431615977	0.999416097358588	-0.00795112606251103
"PANK1"	0.00474646399579456	5.23993887751434	0.00566386802099355	0.98186077797776	0.999416097358588	-0.0079500882237305
"NPM1P26"	0.0183272790001295	2.12662426052527	0.0115151638738096	0.981861810955715	0.999416097358588	-0.00794963131945253
"NXT1"	0.0055279165688327	4.82228059066077	0.00687763740111811	0.981901417830674	0.999416097358588	-0.00793211286611733
"EFCAB13"	0.00888010756499332	3.58514323609106	0.00981106758835023	0.982045377889575	0.999416097358588	-0.00786844407484109
"NCOA3"	0.0034609727801377	6.04576555871633	0.00441387076513998	0.982304772526151	0.999416097358588	-0.00775374592906376
"BAIAP3"	0.00769071673108285	3.90070778134251	0.00832975933790218	0.982323882699192	0.999416097358588	-0.00774529706247708
"VIPAS39"	0.00486114850781574	5.07261457939778	0.00656289662919848	0.982523393219529	0.999416097358588	-0.00765710057064414
"THUMPD1"	0.00219229525710682	7.28024645868983	0.00316243561776517	0.982607467713764	0.999416097358588	-0.0076199395961124
"LINC01424"	0.0210583844625062	1.85989384556335	0.0101166009147064	0.98261848176903	0.999416097358588	-0.00761507161294056
"RETREG1"	0.00730615258486954	3.96344014053791	0.00943870354269234	0.982788276732218	0.999416097358588	-0.00754003267717623
"PARP11"	0.0219735166910015	1.78091992552723	0.0111966349924567	0.982928640331122	0.999416097358588	-0.00747801038287887
"FGFR1"	0.00562757156014573	4.58586772205986	0.00708936043910294	0.983134091427799	0.999416097358588	-0.00738724392210301
"RN7SL809P"	0.0185289181111549	1.98857474143276	0.0107242154372841	0.983240587961923	0.999416097358588	-0.00734020216791251
"CACYBPP2"	0.0211429321137163	1.79935851892058	0.0093069967829841	0.983333212422415	0.999416097358588	-0.00729929214246337
"ZNF576"	0.00713721283367984	3.9130797020191	0.00787454682591083	0.983498226124027	0.999416097358588	-0.00722641905449845
"POP5"	0.00342834394116728	5.86998756509722	0.00494676564312437	0.983551285356414	0.999416097358588	-0.00720298971862176
"SMIM13"	0.0033794105476314	5.89205535811483	0.00426702559664901	0.983660480302653	0.999416097358588	-0.00715477654352811
"DNAAF8"	0.0179214859473618	2.00019027440501	0.0101883891461938	0.983661742537807	0.999416097358588	-0.00715421925631211
"MYRF"	0.00636016698585802	4.16737542869878	0.00628660710197623	0.983768534162511	0.999416097358588	-0.00710707246395336
"SARNP"	0.00873771840993551	3.36547542141233	0.00794699551359042	0.983899153956169	0.999416097358588	-0.00704941287433984
"HINT3"	0.00230188902813195	6.86702343199681	0.0027823588154976	0.984288682456743	0.999416097358588	-0.00687750846824374
"ZSCAN32"	0.0063437158331043	4.0905969173294	0.00649420020085267	0.98429293945479	0.999416097358588	-0.00687563017095523
"KLHL3"	0.013104169639508	2.431152788134	0.0090857955912407	0.984515656663104	0.999416097358588	-0.00677737292522908
"HECTD1"	0.00118067534119466	8.69443664267268	0.00126235805706842	0.984539735505896	0.999416097358588	-0.00676675127527724
"FBXL7"	0.0189080906566206	1.84041875677903	0.00734149360485468	0.984618795316699	0.999416097358588	-0.00673187826830184
"ISL1-DT"	0.0148286958201346	2.20059700082329	0.00733446789635356	0.984642440457802	0.999416097358588	-0.00672144902293938
"POLE4"	0.00477900636691637	4.70612047503076	0.00430686937014282	0.985021301032497	0.999416097358588	-0.00655437780609769
"RAB2B"	0.00513962193713452	4.4479347884622	0.00531891197302359	0.985354480172434	0.999416097358588	-0.00640750443836827
"DHX9"	0.000933705977206384	9.21025095483264	0.00058503138080362	0.98537363468312	0.999416097358588	-0.00639906217965988
"C6orf163"	0.0110248049425819	2.64163924077234	0.00702694181520772	0.985452389679273	0.999416097358588	-0.00636435301726102
"SNORA11F"	0.0143576177162735	2.15146488770467	0.00706644680382824	0.985571150147846	0.999416097358588	-0.00631201775571821
"HK2-DT"	0.0173763498372485	1.83965173521954	0.00706471487452745	0.985873747430251	0.999416097358588	-0.00617869794426329
"C1orf50-AS1"	0.0149651778635883	2.04874167871733	0.0068773679436054	0.985909352418404	0.999416097358588	-0.00616301361277069
"FAM201B"	0.0151519334125583	2.00518091477486	0.00538744338142194	0.986141686249036	0.999416097358588	-0.00606068228453295
"HIKESHI"	0.003627809405427	5.22868322562749	0.00445778012799859	0.986200652076561	0.999416097358588	-0.00603471464897089
"DHRS4-AS1"	0.00699534017800629	3.52117838065174	0.00511836575580927	0.986227959352292	0.999416097358588	-0.00602268947442434
"MAGI1"	0.00337569890460429	5.41641388123376	0.00332941775662154	0.986248176667851	0.999416097358588	-0.00601378668627279
"UNC79"	0.00484001866269905	4.43700271896221	0.00313080863243412	0.986288828662863	0.999416097358588	-0.0059958859451796
"ACRBP"	0.0145590269325031	2.00184654426933	0.00523096216020711	0.986715371080803	0.999416097358588	-0.00580810629289195
"TRMT10B"	0.00454261727529045	4.47535801916307	0.00450167423950178	0.986953501867356	0.999416097358588	-0.00570330767293034
"PDCL3P4"	0.0143303537595193	1.97349257641807	0.0061875072821509	0.987171274010192	0.999416097358588	-0.00560749079095283
"PARP12"	0.00537001024899473	3.99568501639571	0.00448206630570952	0.987179005262409	0.999416097358588	-0.00560408953008103
"PARD6A"	0.00376900381563777	4.88095550296514	0.00371006392095908	0.987395394697206	0.999416097358588	-0.00550890270110902
"GYS1"	0.00279058395302024	5.67997982198983	0.00195991137395098	0.987485883775066	0.999416097358588	-0.00546910394698343
"CCDC40"	0.00617064613435237	3.55089970680496	0.00520279001760381	0.98770382604576	0.999416097358588	-0.00537326391151808
"HDDC2"	0.00322864570603482	5.21092787171168	0.00320598539910422	0.987793973500126	0.999416097358588	-0.005333627783323
"HTR2B"	0.0148597765887577	1.84991311233382	0.00548117996629068	0.987824995323013	0.999416097358588	-0.00531998891194938
"USP2"	0.0145631591478342	1.85575660085375	0.00539215345100501	0.98801472250975	0.999416097358588	-0.00523658389708258
"ASPN"	0.0109370284960392	2.28140113202034	0.0048057478514369	0.988118017332283	0.999416097358588	-0.00519118171273366
"CAPN15"	0.00274013270718794	5.553122662407	0.00265288511428796	0.988222621090192	0.999416097358588	-0.00514520903575131
"SEC61G"	0.00189106887663603	6.59311124375688	0.00150631574253798	0.988280648695723	0.999416097358588	-0.00511970837580034
"RIMKLBP2"	0.00839767628712779	2.74140750736191	0.00345124294113062	0.988355747474677	0.999416097358588	-0.00508670788529404
"KCNK12"	0.00942092030759836	2.50337801956608	0.00445982468530546	0.988428350359035	0.999416097358588	-0.00505480654402399
"SLC7A7"	0.0148578447571056	1.78271519866449	0.00429660657646437	0.988439915130427	0.999416097358588	-0.00504972525814598
"GPANK1"	0.00322913895603121	5.04787756854672	0.00218106277666493	0.988500744746799	0.999416097358588	-0.00502299914818102
"GDPD3"	0.00996118211448164	2.37165856568758	0.0045368170259556	0.988608146104001	0.999416097358588	-0.00497581528588242
"TCP11L1"	0.00397726932648977	4.45864606152153	0.00229897854300713	0.988635831360199	0.999416097358588	-0.0049636533532786
"GNB1L"	0.00613095352077487	3.37703612474754	0.00404863988807765	0.988643825600235	0.999416097358588	-0.00496014160487977
"EIF4BP3"	0.0128383808652317	1.92888685183421	0.00397001845711282	0.98886137598591	0.999416097358588	-0.00486458591952437
"DNAJC16"	0.00229294259333576	5.90085560338304	0.00210080764194381	0.988863757266723	0.999416097358588	-0.00486354009460199
"RPUSD2"	0.00346797320075645	4.74803218276296	0.0031623893075191	0.988954314370564	0.999416097358588	-0.00482377056161334
"ATM"	0.00112424846127429	7.81787286746122	0.000879888343577628	0.989059237058844	0.999416097358588	-0.0047776967169157
"SLC35A3"	0.00227438415751514	5.86989886836173	0.00222324597711241	0.989091387821374	0.999416097358588	-0.00476357959299061
